"","V1","V2","V3","V4"
"ids16954",2,0,0,0
"ids16955",0,0,4,1
"ids16956",2,0,0,0
"ids16957",0,0,2,3
"ids16958",1,1,2,0
"ids16959",1,0,0,1
"ids16960",0,0,2,0
"ids16961",0,1,0,1
"ids16962",1,1,0,0
"ids16963",0,0,0,1
"ids16964",15,2,2,5
"ids16965",0,0,0,0
"ids16966",0,0,1,0
"ids16967",2,0,0,0
"ids16968",1,1,1,0
"ids16969",1,1,0,3
"ids16970",1,0,0,1
"ids16971",2,5,2,0
"ids16972",1,0,0,2
"ids16973",2,4,1,0
"ids16974",2,1,0,1
"ids16975",1,2,2,0
"ids16976",0,2,0,1
"ids16977",0,0,0,2
"ids16978",0,0,0,0
"ids16979",2,12,0,1
"ids16980",0,0,1,0
"ids16981",0,2,1,2
"ids16982",1,1,1,0
"ids16983",0,0,0,1
"ids16984",3,5,1,11
"ids16985",5,0,0,3
"ids16986",2,1,0,0
"ids16987",1,0,0,1
"ids16988",2,2,0,0
"ids16989",1,1,0,0
"ids16990",0,0,1,0
"ids16991",5,1,3,4
"ids16992",2,8,1,1
"ids16993",0,0,1,0
"ids16994",2,0,0,3
"ids16995",0,0,2,2
"ids16996",1,1,0,0
"ids16997",0,0,0,1
"ids16998",2,3,1,1
"ids16999",0,9,2,5
"ids17000",0,4,1,0
"ids17001",3,1,0,1
"ids17002",0,0,1,0
"ids17003",1,2,2,1
"ids17004",0,2,0,2
"ids17005",3,2,1,0
"ids17006",1,1,1,0
"ids17007",0,8,1,1
"ids17008",1,2,1,0
"ids17009",1,2,2,2
"ids17010",1,0,1,1
"ids17011",1,0,1,0
"ids17012",0,3,0,0
"ids17013",0,1,2,1
"ids17014",1,1,0,0
"ids17015",0,0,1,1
"ids17016",2,7,2,5
"ids17017",4,0,1,0
"ids17018",1,0,0,0
"ids17019",1,3,2,1
"ids17020",0,0,1,0
"ids17021",1,3,3,4
"ids17022",0,11,0,1
"ids17023",1,0,2,1
"ids17024",1,1,0,1
"ids17025",2,2,1,1
"ids17026",2,0,1,1
"ids17027",3,0,2,0
"ids17028",1,0,0,1
"ids17029",12,0,3,0
"ids17030",0,9,0,1
"ids17031",0,0,3,1
"ids17032",1,0,0,3
"ids17033",1,2,0,0
"ids17034",3,0,1,1
"ids17035",0,3,0,0
"ids17036",0,0,0,3
"ids17037",0,1,0,2
"ids17038",0,1,0,0
"ids17039",1,7,1,0
"ids17040",2,0,0,0
"ids17041",1,0,1,1
"ids17042",0,0,0,1
"ids17043",2,1,0,0
"ids17044",0,0,2,5
"ids17045",0,4,0,0
"ids17046",1,0,2,1
"ids17047",3,1,0,1
"ids17048",1,0,1,0
"ids17049",0,1,2,0
"ids17050",0,1,1,0
"ids17051",0,0,1,0
"ids17052",0,1,0,0
"ids17053",0,0,2,0
"ids17054",1,1,0,5
"ids17055",0,0,1,0
"ids17056",1,4,2,0
"ids17057",1,0,0,0
"ids17058",0,0,1,0
"ids17059",5,1,4,0
"ids17060",0,1,3,0
"ids17061",0,0,0,1
"ids17062",0,2,0,1
"ids17063",0,2,0,2
"ids17064",1,2,0,2
"ids17065",1,1,4,0
"ids17066",0,1,1,1
"ids17067",1,2,1,0
"ids17068",14,5,1,4
"ids17069",1,0,2,0
"ids17070",0,3,1,0
"ids17071",2,0,1,1
"ids17072",0,1,3,3
"ids17073",1,7,2,0
"ids17074",2,0,0,2
"ids17075",1,0,1,0
"ids17076",1,1,1,1
"ids17077",2,5,3,0
"ids17078",1,0,1,1
"ids17079",0,2,2,0
"ids17080",0,3,0,0
"ids17081",2,0,1,0
"ids17082",0,0,1,1
"ids17083",0,2,0,0
"ids17084",0,2,0,0
"ids17085",1,1,0,14
"ids17086",1,1,0,1
"ids17087",0,1,0,1
"ids17088",0,1,1,5
"ids17089",2,1,1,0
"ids17090",3,0,0,0
"ids17091",1,6,5,2
"ids17092",1,0,0,1
"ids17093",0,0,0,0
"ids17094",0,0,0,1
"ids17095",0,1,0,0
"ids17096",0,1,1,1
"ids17097",1,20,0,1
"ids17098",3,0,2,0
"ids17099",0,2,2,4
"ids17100",5,1,0,1
"ids17101",0,1,0,0
"ids17102",1,0,0,0
"ids17103",2,0,1,2
"ids17104",1,0,1,4
"ids17105",1,1,1,0
"ids17106",2,0,1,1
"ids17107",0,0,1,2
"ids17108",3,1,0,0
"ids17109",0,1,0,2
"ids17110",0,0,1,1
"ids17111",0,0,0,1
"ids17112",1,1,1,2
"ids17113",0,0,2,3
"ids17114",0,0,4,16
"ids17115",0,5,2,0
"ids17116",1,1,1,0
"ids17117",0,1,0,2
"ids17118",2,0,0,3
"ids17119",0,0,0,0
"ids17120",2,0,0,2
"ids17121",0,0,1,1
"ids17122",1,0,1,0
"ids17123",0,2,0,2
"ids17124",2,1,2,3
"ids17125",1,3,0,0
"ids17126",0,3,2,0
"ids17127",3,2,0,1
"ids17128",0,0,0,0
"ids17129",0,0,2,0
"ids17130",0,0,0,1
"ids17131",0,2,1,0
"ids17132",0,0,0,0
"ids17133",0,0,5,2
"ids17134",1,2,1,2
"ids17135",2,2,0,1
"ids17136",1,0,0,0
"ids17137",0,3,1,1
"ids17138",0,1,2,0
"ids17139",1,3,0,5
"ids17140",1,0,0,0
"ids17141",1,5,1,13
"ids17142",0,0,1,1
"ids17143",0,1,1,0
"ids17144",1,1,0,0
"ids17145",1,3,1,2
"ids17146",3,1,0,3
"ids17147",0,0,2,0
"ids17148",0,5,7,0
"ids17149",2,2,1,1
"ids17150",2,0,0,1
"ids17151",3,0,1,1
"ids17152",0,1,0,0
"ids17153",1,0,0,1
"ids17154",39,1,0,2
"ids17155",0,1,3,0
"ids17156",0,1,1,0
"ids17157",0,3,2,1
"ids17158",0,0,2,1
"ids17159",1,0,0,0
"ids17160",0,1,3,0
"ids17161",0,1,0,0
"ids17162",1,0,0,1
"ids17163",0,2,0,0
"ids17164",2,1,1,2
"ids17165",1,3,0,1
"ids17166",0,0,0,2
"ids17167",2,1,0,0
"ids17168",0,0,1,0
"ids17169",1,0,2,1
"ids17170",0,0,1,0
"ids17171",1,2,2,1
"ids17172",3,0,2,0
"ids17173",1,1,0,2
"ids17174",1,1,0,3
"ids17175",0,5,0,1
"ids17176",1,1,0,0
"ids17177",1,0,1,0
"ids17178",21,0,1,1
"ids17179",0,2,1,1
"ids17180",1,1,0,0
"ids17181",2,2,1,2
"ids17182",1,3,1,3
"ids17183",1,0,0,1
"ids17184",6,2,0,1
"ids17185",0,1,0,0
"ids17186",2,0,6,17
"ids17187",0,0,0,0
"ids17188",1,2,0,0
"ids17189",0,0,2,1
"ids17190",0,2,8,0
"ids17191",1,3,0,1
"ids17192",2,1,0,0
"ids17193",0,0,2,1
"ids17194",0,1,0,1
"ids17195",0,0,0,0
"ids17196",0,1,0,5
"ids17197",1,0,0,0
"ids17198",1,7,2,2
"ids17199",4,5,0,0
"ids17200",0,2,5,0
"ids17201",0,0,0,2
"ids17202",1,0,0,1
"ids17203",0,1,0,1
"ids17204",0,3,1,0
"ids17205",0,1,0,0
"ids17206",0,2,0,0
"ids17207",0,0,0,2
"ids17208",0,0,0,30
"ids17209",1,2,0,2
"ids17210",2,3,2,0
"ids17211",7,4,1,2
"ids17212",0,0,1,1
"ids17213",0,1,1,2
"ids17214",0,1,1,0
"ids17215",1,1,0,1
"ids17216",1,3,0,0
"ids17217",0,0,0,3
"ids17218",1,0,0,1
"ids17219",4,4,1,0
"ids17220",1,0,1,1
"ids17221",0,1,1,2
"ids17222",0,5,3,2
"ids17223",1,2,0,0
"ids17224",1,1,6,0
"ids17225",0,1,0,0
"ids17226",0,2,0,0
"ids17227",1,1,0,0
"ids17228",2,0,0,1
"ids17229",2,3,1,0
"ids17230",2,4,0,0
"ids17231",3,0,0,0
"ids17232",0,2,1,0
"ids17233",0,0,2,0
"ids17234",1,1,2,0
"ids17235",0,0,0,0
"ids17236",0,1,0,0
"ids17237",0,0,0,1
"ids17238",1,4,0,1
"ids17239",0,2,1,3
"ids17240",2,0,0,0
"ids17241",0,0,0,2
"ids17242",1,3,2,0
"ids17243",1,2,0,0
"ids17244",0,1,0,2
"ids17245",0,1,0,6
"ids17246",0,0,2,1
"ids17247",2,1,0,1
"ids17248",2,1,1,1
"ids17249",1,2,0,0
"ids17250",2,0,0,1
"ids17251",0,1,0,0
"ids17252",0,1,0,1
"ids17253",0,0,0,1
"ids17254",1,4,1,0
"ids17255",1,1,0,1
"ids17256",0,2,0,1
"ids17257",2,1,1,0
"ids17258",3,2,1,1
"ids17259",0,1,0,1
"ids17260",0,2,4,1
"ids17261",8,1,1,1
"ids17262",0,1,0,0
"ids17263",1,0,1,0
"ids17264",0,1,1,0
"ids17265",2,0,1,1
"ids17266",0,0,0,2
"ids17267",1,0,1,0
"ids17268",0,2,1,1
"ids17269",2,0,2,1
"ids17270",1,0,0,0
"ids17271",0,4,1,0
"ids17272",0,0,1,0
"ids17273",0,1,1,0
"ids17274",1,1,1,16
"ids17275",0,1,2,1
"ids17276",1,1,2,0
"ids17277",0,0,0,1
"ids17278",1,1,1,0
"ids17279",2,6,0,1
"ids17280",0,1,0,2
"ids17281",0,0,0,2
"ids17282",0,0,1,0
"ids17283",0,1,1,1
"ids17284",0,0,1,2
"ids17285",0,1,0,6
"ids17286",0,0,1,0
"ids17287",0,1,0,0
"ids17288",2,1,2,2
"ids17289",3,1,0,0
"ids17290",0,0,1,0
"ids17291",0,1,1,0
"ids17292",4,0,0,0
"ids17293",0,0,1,1
"ids17294",1,3,0,1
"ids17295",8,2,0,0
"ids17296",3,1,3,1
"ids17297",1,0,1,0
"ids17298",1,2,0,1
"ids17299",1,2,1,3
"ids17300",3,2,0,0
"ids17301",1,0,3,2
"ids17302",0,1,0,1
"ids17303",0,5,2,1
"ids17304",0,2,0,0
"ids17305",2,0,1,2
"ids17306",1,0,0,0
"ids17307",1,1,0,0
"ids17308",3,1,0,1
"ids17309",1,2,0,2
"ids17310",0,2,0,0
"ids17311",5,6,2,2
"ids17312",0,1,0,0
"ids17313",1,0,0,0
"ids17314",1,1,0,0
"ids17315",0,2,0,0
"ids17316",2,1,0,0
"ids17317",3,0,0,1
"ids17318",1,1,0,1
"ids17319",1,3,0,1
"ids17320",2,0,1,0
"ids17321",1,0,0,1
"ids17322",0,2,1,1
"ids17323",0,1,2,0
"ids17324",1,1,0,2
"ids17325",1,1,0,0
"ids17326",3,1,1,1
"ids17327",0,3,0,3
"ids17328",1,0,1,1
"ids17329",1,4,1,1
"ids17330",0,0,3,0
"ids17331",0,3,0,0
"ids17332",1,2,0,0
"ids17333",0,0,0,1
"ids17334",2,6,1,2
"ids17335",2,1,0,0
"ids17336",3,4,2,0
"ids17337",2,0,1,2
"ids17338",2,0,1,0
"ids17339",0,0,1,10
"ids17340",0,1,0,1
"ids17341",2,0,1,0
"ids17342",1,2,0,0
"ids17343",1,1,0,0
"ids17344",1,0,3,0
"ids17345",1,0,1,2
"ids17346",1,0,0,1
"ids17347",0,0,1,3
"ids17348",2,0,1,1
"ids17349",0,0,3,0
"ids17350",1,0,1,0
"ids17351",0,0,1,0
"ids17352",1,10,4,0
"ids17353",0,2,0,1
"ids17354",1,6,0,3
"ids17355",0,0,0,2
"ids17356",0,2,1,2
"ids17357",0,2,1,1
"ids17358",0,0,0,1
"ids17359",1,0,1,0
"ids17360",0,4,2,5
"ids17361",1,2,0,0
"ids17362",1,0,1,0
"ids17363",2,0,0,0
"ids17364",0,2,3,0
"ids17365",0,0,1,2
"ids17366",0,1,1,0
"ids17367",5,0,1,1
"ids17368",1,6,0,1
"ids17369",1,1,1,0
"ids17370",1,1,0,0
"ids17371",2,1,2,0
"ids17372",0,0,3,2
"ids17373",3,3,2,0
"ids17374",0,1,0,1
"ids17375",0,1,4,2
"ids17376",0,3,1,0
"ids17377",0,0,0,0
"ids17378",0,18,0,0
"ids17379",0,1,1,0
"ids17380",0,1,0,0
"ids17381",1,2,0,0
"ids17382",2,1,1,3
"ids17383",1,4,2,2
"ids17384",0,0,1,3
"ids17385",1,0,0,1
"ids17386",0,2,9,2
"ids17387",0,1,0,0
"ids17388",2,0,2,0
"ids17389",2,1,3,1
"ids17390",1,0,0,1
"ids17391",0,0,0,0
"ids17392",1,2,1,0
"ids17393",1,1,1,2
"ids17394",0,1,0,0
"ids17395",1,4,0,0
"ids17396",0,3,1,0
"ids17397",0,5,7,16
"ids17398",1,1,0,0
"ids17399",0,0,2,0
"ids17400",8,2,0,0
"ids17401",0,6,6,1
"ids17402",0,0,0,1
"ids17403",1,2,0,1
"ids17404",0,1,0,1
"ids17405",1,1,1,0
"ids17406",1,1,1,0
"ids17407",0,0,0,0
"ids17408",2,1,2,0
"ids17409",0,0,0,1
"ids17410",0,5,1,1
"ids17411",1,3,2,1
"ids17412",1,0,0,5
"ids17413",1,2,0,3
"ids17414",1,2,1,0
"ids17415",1,0,0,1
"ids17416",0,0,1,0
"ids17417",1,3,2,0
"ids17418",3,7,0,5
"ids17419",1,2,1,1
"ids17420",2,3,0,0
"ids17421",2,1,0,1
"ids17422",0,0,2,0
"ids17423",7,1,1,2
"ids17424",1,1,1,0
"ids17425",0,0,0,0
"ids17426",0,2,0,0
"ids17427",0,1,0,1
"ids17428",0,0,0,1
"ids17429",0,1,1,5
"ids17430",0,1,0,1
"ids17431",0,4,3,0
"ids17432",0,1,0,1
"ids17433",0,2,1,0
"ids17434",1,0,0,0
"ids17435",0,0,1,0
"ids17436",0,1,0,0
"ids17437",2,0,1,2
"ids17438",3,1,1,1
"ids17439",1,2,2,1
"ids17440",0,0,1,1
"ids17441",1,0,1,1
"ids17442",0,2,1,0
"ids17443",1,0,3,0
"ids17444",0,1,2,5
"ids17445",1,1,1,0
"ids17446",1,1,3,1
"ids17447",0,2,2,1
"ids17448",0,0,4,0
"ids17449",0,1,0,1
"ids17450",2,6,0,0
"ids17451",1,0,2,3
"ids17452",1,0,1,2
"ids17453",2,4,1,0
"ids17454",0,0,1,1
"ids17455",2,0,0,0
"ids17456",0,2,1,0
"ids17457",0,1,3,0
"ids17458",0,2,2,8
"ids17459",0,0,0,0
"ids17460",1,3,0,0
"ids17461",1,0,1,1
"ids17462",0,0,19,0
"ids17463",1,0,0,0
"ids17464",3,1,1,0
"ids17465",2,2,2,0
"ids17466",0,4,0,0
"ids17467",3,1,0,0
"ids17468",0,6,1,1
"ids17469",0,1,1,0
"ids17470",0,0,0,0
"ids17471",0,1,1,0
"ids17472",1,2,3,0
"ids17473",1,2,3,2
"ids17474",1,1,1,1
"ids17475",0,2,0,0
"ids17476",2,0,18,1
"ids17477",0,0,0,2
"ids17478",0,1,3,0
"ids17479",0,0,0,0
"ids17480",1,1,0,1
"ids17481",1,0,0,0
"ids17482",1,1,2,0
"ids17483",0,0,2,0
"ids17484",1,0,0,0
"ids17485",2,0,1,0
"ids17486",1,1,1,1
"ids17487",2,1,0,0
"ids17488",1,2,1,1
"ids17489",0,0,0,1
"ids17490",1,0,0,1
"ids17491",0,1,1,2
"ids17492",0,0,1,2
"ids17493",0,2,1,0
"ids17494",1,2,0,0
"ids17495",0,3,0,3
"ids17496",6,13,0,1
"ids17497",0,0,2,0
"ids17498",1,0,0,2
"ids17499",1,0,0,0
"ids17500",2,0,0,0
"ids17501",1,1,0,0
"ids17502",3,2,1,2
"ids17503",0,1,0,1
"ids17504",1,0,1,1
"ids17505",1,1,4,7
"ids17506",4,0,1,0
"ids17507",0,0,0,3
"ids17508",0,3,0,0
"ids17509",1,1,1,2
"ids17510",0,1,0,1
"ids17511",1,0,0,0
"ids17512",1,1,2,0
"ids17513",4,0,0,0
"ids17514",2,2,0,1
"ids17515",2,0,2,1
"ids17516",1,0,1,1
"ids17517",2,0,2,0
"ids17518",1,0,0,0
"ids17519",1,0,4,1
"ids17520",1,0,0,1
"ids17521",5,7,3,1
"ids17522",1,2,0,4
"ids17523",1,0,0,0
"ids17524",1,1,1,1
"ids17525",0,2,0,1
"ids17526",1,1,1,0
"ids17527",2,26,0,1
"ids17528",0,1,2,0
"ids17529",0,0,1,0
"ids17530",0,0,2,1
"ids17531",2,0,0,0
"ids17532",0,0,0,0
"ids17533",8,0,1,5
"ids17534",8,1,2,2
"ids17535",1,1,0,3
"ids17536",0,1,1,1
"ids17537",0,1,1,0
"ids17538",1,0,0,0
"ids17539",1,1,0,0
"ids17540",2,0,0,1
"ids17541",0,2,1,0
"ids17542",9,0,0,0
"ids17543",0,1,0,0
"ids17544",0,0,0,1
"ids17545",0,2,0,0
"ids17546",0,0,0,0
"ids17547",4,0,1,0
"ids17548",0,0,1,0
"ids17549",0,5,2,0
"ids17550",2,1,1,0
"ids17551",0,6,1,0
"ids17552",1,0,4,1
"ids17553",0,0,1,0
"ids17554",1,0,0,1
"ids17555",0,2,1,1
"ids17556",0,1,0,0
"ids17557",3,2,0,1
"ids17558",2,7,0,1
"ids17559",1,0,1,2
"ids17560",6,5,0,1
"ids17561",0,8,2,2
"ids17562",1,1,2,0
"ids17563",1,1,0,0
"ids17564",0,2,1,7
"ids17565",0,1,0,1
"ids17566",3,1,1,3
"ids17567",1,0,0,0
"ids17568",0,1,0,1
"ids17569",1,3,0,0
"ids17570",0,0,0,0
"ids17571",0,4,3,2
"ids17572",1,2,0,0
"ids17573",4,0,0,2
"ids17574",0,0,0,1
"ids17575",0,2,0,0
"ids17576",1,2,1,0
"ids17577",1,1,1,0
"ids17578",1,1,0,3
"ids17579",1,1,0,9
"ids17580",0,2,0,1
"ids17581",1,1,1,1
"ids17582",0,5,1,25
"ids17583",3,0,1,0
"ids17584",0,0,0,1
"ids17585",0,3,0,0
"ids17586",0,0,0,0
"ids17587",3,0,0,3
"ids17588",3,5,3,20
"ids17589",0,1,1,3
"ids17590",0,1,1,0
"ids17591",0,1,1,2
"ids17592",1,0,2,1
"ids17593",2,0,0,1
"ids17594",0,2,1,1
"ids17595",1,0,2,0
"ids17596",1,0,1,3
"ids17597",0,0,0,0
"ids17598",1,1,0,1
"ids17599",2,4,1,1
"ids17600",0,1,0,0
"ids17601",0,0,0,0
"ids17602",5,0,1,0
"ids17603",1,2,1,1
"ids17604",1,0,0,0
"ids17605",0,0,0,1
"ids17606",2,0,4,0
"ids17607",1,0,0,1
"ids17608",2,1,0,1
"ids17609",0,1,1,0
"ids17610",0,1,0,0
"ids17611",12,5,2,3
"ids17612",3,1,1,0
"ids17613",2,0,2,0
"ids17614",1,1,0,1
"ids17615",0,2,0,0
"ids17616",0,5,1,0
"ids17617",1,1,0,1
"ids17618",0,2,0,0
"ids17619",1,0,0,1
"ids17620",3,0,0,1
"ids17621",1,0,1,0
"ids17622",1,0,0,2
"ids17623",3,1,3,0
"ids17624",1,1,0,0
"ids17625",2,2,2,3
"ids17626",0,9,1,1
"ids17627",0,0,2,0
"ids17628",1,0,0,0
"ids17629",0,0,2,0
"ids17630",0,0,1,0
"ids17631",3,2,19,0
"ids17632",0,1,2,0
"ids17633",11,4,0,2
"ids17634",1,1,1,1
"ids17635",0,1,2,2
"ids17636",0,1,0,6
"ids17637",1,1,1,2
"ids17638",1,0,1,1
"ids17639",0,1,0,1
"ids17640",1,0,0,1
"ids17641",0,0,2,3
"ids17642",1,0,1,3
"ids17643",1,0,0,0
"ids17644",1,0,2,0
"ids17645",0,0,1,0
"ids17646",3,0,0,0
"ids17647",2,0,1,0
"ids17648",1,0,0,0
"ids17649",0,0,0,0
"ids17650",1,3,0,2
"ids17651",0,0,2,0
"ids17652",0,3,2,4
"ids17653",0,1,0,0
"ids17654",0,0,0,1
"ids17655",0,1,1,1
"ids17656",1,2,0,0
"ids17657",1,1,0,2
"ids17658",0,0,1,0
"ids17659",0,0,0,1
"ids17660",1,2,0,3
"ids17661",0,0,0,0
"ids17662",1,2,0,0
"ids17663",0,0,1,2
"ids17664",0,1,0,1
"ids17665",2,3,1,0
"ids17666",1,0,2,2
"ids17667",0,4,2,1
"ids17668",2,0,2,0
"ids17669",2,1,0,0
"ids17670",1,0,1,0
"ids17671",2,2,1,0
"ids17672",1,3,0,1
"ids17673",1,0,1,0
"ids17674",1,1,1,2
"ids17675",1,1,0,1
"ids17676",1,1,0,1
"ids17677",1,1,1,1
"ids17678",1,1,1,0
"ids17679",0,1,0,0
"ids17680",2,1,0,3
"ids17681",0,2,1,1
"ids17682",3,0,1,1
"ids17683",0,0,0,0
"ids17684",0,1,2,2
"ids17685",0,1,1,0
"ids17686",0,0,0,1
"ids17687",1,9,9,2
"ids17688",2,3,0,0
"ids17689",0,0,1,1
"ids17690",1,0,0,0
"ids17691",0,0,0,1
"ids17692",0,1,0,0
"ids17693",0,0,1,14
"ids17694",0,0,1,1
"ids17695",3,8,11,2
"ids17696",0,1,0,1
"ids17697",0,2,2,4
"ids17698",1,0,0,1
"ids17699",1,2,1,0
"ids17700",0,0,3,1
"ids17701",1,1,0,0
"ids17702",0,2,0,0
"ids17703",3,11,0,2
"ids17704",3,0,0,0
"ids17705",0,4,0,0
"ids17706",1,1,0,0
"ids17707",2,1,7,0
"ids17708",4,0,1,0
"ids17709",1,1,1,0
"ids17710",4,3,0,0
"ids17711",4,0,0,1
"ids17712",1,1,0,0
"ids17713",1,0,0,0
"ids17714",0,0,2,0
"ids17715",1,1,1,2
"ids17716",2,2,2,1
"ids17717",0,1,0,1
"ids17718",0,1,1,1
"ids17719",0,0,0,0
"ids17720",7,4,0,0
"ids17721",0,1,1,1
"ids17722",1,2,0,1
"ids17723",0,1,0,0
"ids17724",2,2,0,1
"ids17725",1,1,0,1
"ids17726",0,1,0,2
"ids17727",0,0,0,1
"ids17728",1,4,1,1
"ids17729",1,2,1,0
"ids17730",1,3,1,2
"ids17731",1,0,0,2
"ids17732",3,1,0,1
"ids17733",2,0,0,1
"ids17734",0,1,1,1
"ids17735",0,0,2,0
"ids17736",0,0,1,1
"ids17737",0,1,0,0
"ids17738",2,0,0,0
"ids17739",1,0,2,1
"ids17740",0,0,1,0
"ids17741",2,4,1,0
"ids17742",0,1,1,0
"ids17743",1,4,0,0
"ids17744",1,1,0,3
"ids17745",1,2,0,3
"ids17746",0,3,0,0
"ids17747",2,1,0,0
"ids17748",0,0,0,0
"ids17749",0,1,0,0
"ids17750",0,2,0,1
"ids17751",0,1,0,0
"ids17752",0,0,0,1
"ids17753",0,0,0,0
"ids17754",0,1,1,1
"ids17755",0,4,1,3
"ids17756",0,1,0,0
"ids17757",0,2,1,1
"ids17758",1,2,0,0
"ids17759",0,1,0,4
"ids17760",0,0,0,0
"ids17761",0,0,0,0
"ids17762",0,2,0,1
"ids17763",0,1,0,0
"ids17764",1,2,1,0
"ids17765",0,4,0,9
"ids17766",0,2,0,0
"ids17767",0,0,0,0
"ids17768",1,0,1,2
"ids17769",0,0,0,0
"ids17770",1,3,3,1
"ids17771",0,1,1,0
"ids17772",1,2,1,3
"ids17773",0,1,0,2
"ids17774",4,1,1,0
"ids17775",1,0,0,0
"ids17776",0,1,1,1
"ids17777",1,2,0,0
"ids17778",2,0,1,0
"ids17779",2,0,1,0
"ids17780",1,1,0,0
"ids17781",1,1,0,5
"ids17782",1,0,0,2
"ids17783",0,6,2,0
"ids17784",2,2,0,1
"ids17785",0,1,0,2
"ids17786",2,2,1,2
"ids17787",8,0,1,4
"ids17788",1,3,0,0
"ids17789",0,6,1,0
"ids17790",1,0,0,0
"ids17791",1,1,0,0
"ids17792",0,0,1,0
"ids17793",0,1,0,0
"ids17794",0,1,0,0
"ids17795",2,1,0,0
"ids17796",6,2,1,0
"ids17797",1,2,0,7
"ids17798",1,1,1,0
"ids17799",1,0,0,1
"ids17800",0,2,0,2
"ids17801",2,0,0,1
"ids17802",0,0,0,3
"ids17803",1,2,1,2
"ids17804",2,1,0,2
"ids17805",1,0,1,0
"ids17806",1,0,0,0
"ids17807",0,1,0,1
"ids17808",1,2,0,2
"ids17809",4,1,2,0
"ids17810",0,2,1,0
"ids17811",0,3,1,7
"ids17812",0,1,1,0
"ids17813",0,1,0,0
"ids17814",1,1,0,5
"ids17815",0,2,0,1
"ids17816",0,2,1,1
"ids17817",0,0,0,0
"ids17818",0,2,0,1
"ids17819",0,2,0,1
"ids17820",3,3,3,1
"ids17821",0,0,1,0
"ids17822",0,0,0,0
"ids17823",0,0,0,0
"ids17824",0,1,0,0
"ids17825",0,0,1,0
"ids17826",1,2,1,0
"ids17827",0,2,1,3
"ids17828",3,2,0,0
"ids17829",0,0,0,5
"ids17830",0,1,0,1
"ids17831",0,1,0,1
"ids17832",1,0,2,1
"ids17833",0,1,0,2
"ids17834",0,0,2,6
"ids17835",0,8,1,0
"ids17836",1,3,0,3
"ids17837",0,0,4,7
"ids17838",0,2,0,1
"ids17839",0,0,0,0
"ids17840",1,4,0,1
"ids17841",0,1,1,3
"ids17842",1,1,0,2
"ids17843",0,0,3,1
"ids17844",1,3,1,1
"ids17845",0,0,1,5
"ids17846",0,0,0,1
"ids17847",0,1,0,0
"ids17848",2,3,0,1
"ids17849",0,0,0,0
"ids17850",0,2,0,0
"ids17851",1,0,1,2
"ids17852",0,11,0,1
"ids17853",1,1,1,0
"ids17854",0,2,0,0
"ids17855",0,0,1,0
"ids17856",2,1,0,0
"ids17857",8,2,5,2
"ids17858",0,2,0,0
"ids17859",0,0,1,0
"ids17860",1,1,0,1
"ids17861",2,1,1,0
"ids17862",0,4,1,0
"ids17863",0,1,0,0
"ids17864",1,7,0,0
"ids17865",0,1,2,0
"ids17866",0,1,0,0
"ids17867",0,2,1,1
"ids17868",6,0,0,2
"ids17869",0,0,0,2
"ids17870",1,1,0,2
"ids17871",0,1,0,1
"ids17872",0,0,2,1
"ids17873",2,5,2,0
"ids17874",1,1,0,0
"ids17875",0,6,0,0
"ids17876",0,3,2,0
"ids17877",1,3,0,1
"ids17878",0,1,2,0
"ids17879",1,0,1,0
"ids17880",1,1,1,7
"ids17881",0,0,0,1
"ids17882",6,3,0,0
"ids17883",1,1,0,0
"ids17884",0,0,0,0
"ids17885",0,0,0,0
"ids17886",0,0,1,0
"ids17887",1,2,0,1
"ids17888",0,1,0,0
"ids17889",3,0,1,0
"ids17890",0,0,0,0
"ids17891",0,1,0,1
"ids17892",0,3,0,0
"ids17893",2,1,1,1
"ids17894",1,3,0,1
"ids17895",0,1,1,1
"ids17896",0,0,0,0
"ids17897",0,0,1,2
"ids17898",0,0,0,2
"ids17899",1,0,1,1
"ids17900",2,2,1,0
"ids17901",0,2,1,0
"ids17902",0,2,3,3
"ids17903",1,0,2,2
"ids17904",4,1,2,1
"ids17905",4,2,1,0
"ids17906",1,0,2,0
"ids17907",1,10,2,0
"ids17908",0,0,1,2
"ids17909",1,2,0,2
"ids17910",0,1,1,0
"ids17911",1,0,3,1
"ids17912",1,2,0,0
"ids17913",1,4,3,0
"ids17914",0,0,0,1
"ids17915",3,0,0,0
"ids17916",0,5,2,2
"ids17917",1,1,1,1
"ids17918",2,2,0,0
"ids17919",1,8,4,0
"ids17920",0,0,0,1
"ids17921",1,0,1,0
"ids17922",1,1,1,0
"ids17923",0,0,0,0
"ids17924",4,3,1,1
"ids17925",0,0,0,0
"ids17926",2,1,0,2
"ids17927",0,0,0,0
"ids17928",1,1,0,0
"ids17929",1,0,3,0
"ids17930",1,0,0,4
"ids17931",1,2,0,0
"ids17932",8,0,0,1
"ids17933",0,0,2,0
"ids17934",1,5,0,0
"ids17935",2,13,0,0
"ids17936",0,0,2,3
"ids17937",1,1,1,0
"ids17938",0,1,0,0
"ids17939",0,0,1,1
"ids17940",0,1,1,1
"ids17941",0,0,0,1
"ids17942",0,2,0,1
"ids17943",0,1,0,1
"ids17944",2,0,0,0
"ids17945",2,1,0,1
"ids17946",2,6,0,1
"ids17947",2,0,2,0
"ids17948",0,0,0,0
"ids17949",0,0,1,2
"ids17950",0,2,4,1
"ids17951",0,0,0,19
